,country,indicator,date,year_week,value,source,url
34,Austria,Daily hospital occupancy per 100k,2020-05-05,2020-W19,314.0,Country_Website,
35,Austria,Daily hospital occupancy per 100k,2020-05-06,2020-W19,321.0,Country_Website,
36,Austria,Daily hospital occupancy per 100k,2020-05-07,2020-W19,268.0,Country_Website,
37,Austria,Daily hospital occupancy per 100k,2020-05-08,2020-W19,258.0,Country_Website,
38,Austria,Daily hospital occupancy per 100k,2020-05-09,2020-W19,230.0,Country_Website,
39,Austria,Daily hospital occupancy per 100k,2020-05-10,2020-W19,219.0,Country_Website,
40,Austria,Daily hospital occupancy per 100k,2020-05-11,2020-W20,211.0,Country_Website,
41,Austria,Daily hospital occupancy per 100k,2020-05-12,2020-W20,205.0,Country_Website,
42,Austria,Daily hospital occupancy per 100k,2020-05-13,2020-W20,188.0,Country_Website,
43,Austria,Daily hospital occupancy per 100k,2020-05-14,2020-W20,180.0,Country_Website,
44,Austria,Daily hospital occupancy per 100k,2020-05-15,2020-W20,165.0,Country_Website,
45,Austria,Daily hospital occupancy per 100k,2020-05-16,2020-W20,158.0,Country_Website,
46,Austria,Daily hospital occupancy per 100k,2020-05-17,2020-W20,149.0,Country_Website,
47,Austria,Daily hospital occupancy per 100k,2020-05-18,2020-W21,151.0,Country_Website,
48,Austria,Daily hospital occupancy per 100k,2020-05-19,2020-W21,143.0,Country_Website,
49,Austria,Daily hospital occupancy per 100k,2020-05-20,2020-W21,137.0,Country_Website,
50,Austria,Daily hospital occupancy per 100k,2020-05-21,2020-W21,156.0,Country_Website,
51,Austria,Daily hospital occupancy per 100k,2020-05-22,2020-W21,128.0,Country_Website,
52,Austria,Daily hospital occupancy per 100k,2020-05-23,2020-W21,116.0,Country_Website,
53,Austria,Daily hospital occupancy per 100k,2020-05-24,2020-W21,108.0,Country_Website,
54,Austria,Daily hospital occupancy per 100k,2020-05-25,2020-W22,108.0,Country_Website,
55,Austria,Daily hospital occupancy per 100k,2020-05-26,2020-W22,95.0,Country_Website,
56,Austria,Daily hospital occupancy per 100k,2020-05-27,2020-W22,84.0,Country_Website,
57,Austria,Daily hospital occupancy per 100k,2020-05-28,2020-W22,77.0,Country_Website,
58,Austria,Daily hospital occupancy per 100k,2020-05-29,2020-W22,78.0,Country_Website,
59,Austria,Daily hospital occupancy per 100k,2020-05-30,2020-W22,75.0,Country_Website,
60,Austria,Daily hospital occupancy per 100k,2020-05-31,2020-W22,70.0,Country_Website,
61,Austria,Daily hospital occupancy per 100k,2020-06-01,2020-W23,68.0,Country_Website,
62,Austria,Daily hospital occupancy per 100k,2020-06-02,2020-W23,62.0,Country_Website,
63,Austria,Daily hospital occupancy per 100k,2020-06-03,2020-W23,66.0,Country_Website,
64,Austria,Daily hospital occupancy per 100k,2020-06-04,2020-W23,65.0,Country_Website,
65,Austria,Daily hospital occupancy per 100k,2020-06-05,2020-W23,55.0,Country_Website,
66,Austria,Daily hospital occupancy per 100k,2020-06-06,2020-W23,55.0,Country_Website,
67,Austria,Daily hospital occupancy per 100k,2020-06-07,2020-W23,52.0,Country_Website,
68,Austria,Daily hospital occupancy per 100k,2020-06-08,2020-W24,65.0,Country_Website,
69,Austria,Daily hospital occupancy per 100k,2020-06-09,2020-W24,65.0,Country_Website,
70,Austria,Daily hospital occupancy per 100k,2020-06-10,2020-W24,63.0,Country_Website,
71,Austria,Daily hospital occupancy per 100k,2020-06-11,2020-W24,67.0,Country_Website,
72,Austria,Daily hospital occupancy per 100k,2020-06-12,2020-W24,60.0,Country_Website,
73,Austria,Daily hospital occupancy per 100k,2020-06-13,2020-W24,62.0,Country_Website,
74,Austria,Daily hospital occupancy per 100k,2020-06-14,2020-W24,57.0,Country_Website,
75,Austria,Daily hospital occupancy per 100k,2020-06-15,2020-W25,64.0,Country_Website,
76,Austria,Daily hospital occupancy per 100k,2020-06-16,2020-W25,66.0,Country_Website,
77,Austria,Daily hospital occupancy per 100k,2020-06-17,2020-W25,60.0,Country_Website,
78,Austria,Daily hospital occupancy per 100k,2020-06-18,2020-W25,64.0,Country_Website,
79,Austria,Daily hospital occupancy per 100k,2020-06-19,2020-W25,68.0,Country_Website,
80,Austria,Daily hospital occupancy per 100k,2020-06-20,2020-W25,66.0,Country_Website,
81,Austria,Daily hospital occupancy per 100k,2020-06-21,2020-W25,61.0,Country_Website,
82,Austria,Daily hospital occupancy per 100k,2020-06-22,2020-W26,59.0,Country_Website,
83,Austria,Daily hospital occupancy per 100k,2020-06-23,2020-W26,57.0,Country_Website,
84,Austria,Daily hospital occupancy per 100k,2020-06-24,2020-W26,59.0,Country_Website,
85,Austria,Daily hospital occupancy per 100k,2020-06-25,2020-W26,60.0,Country_Website,
86,Austria,Daily hospital occupancy per 100k,2020-06-26,2020-W26,60.0,Country_Website,
87,Austria,Daily hospital occupancy per 100k,2020-06-27,2020-W26,61.0,Country_Website,
88,Austria,Daily hospital occupancy per 100k,2020-06-28,2020-W26,62.0,Country_Website,
89,Austria,Daily hospital occupancy per 100k,2020-06-29,2020-W27,66.0,Country_Website,
90,Austria,Daily hospital occupancy per 100k,2020-06-30,2020-W27,58.0,Country_Website,
91,Austria,Daily hospital occupancy per 100k,2020-07-01,2020-W27,65.0,Country_Website,
92,Austria,Daily hospital occupancy per 100k,2020-07-02,2020-W27,62.0,Country_Website,
93,Austria,Daily hospital occupancy per 100k,2020-07-03,2020-W27,65.0,Country_Website,
94,Austria,Daily hospital occupancy per 100k,2020-07-04,2020-W27,60.0,Country_Website,
95,Austria,Daily hospital occupancy per 100k,2020-07-05,2020-W27,62.0,Country_Website,
96,Austria,Daily hospital occupancy per 100k,2020-07-06,2020-W28,67.0,Country_Website,
97,Austria,Daily hospital occupancy per 100k,2020-07-07,2020-W28,81.0,Country_Website,
98,Austria,Daily hospital occupancy per 100k,2020-07-08,2020-W28,66.0,Country_Website,
99,Austria,Daily hospital occupancy per 100k,2020-07-09,2020-W28,66.0,Country_Website,
100,Austria,Daily hospital occupancy per 100k,2020-07-10,2020-W28,71.0,Country_Website,
101,Austria,Daily hospital occupancy per 100k,2020-07-11,2020-W28,68.0,Country_Website,
102,Austria,Daily hospital occupancy per 100k,2020-07-12,2020-W28,73.0,Country_Website,
103,Austria,Daily hospital occupancy per 100k,2020-07-13,2020-W29,74.0,Country_Website,
104,Austria,Daily hospital occupancy per 100k,2020-07-14,2020-W29,74.0,Country_Website,
105,Austria,Daily hospital occupancy per 100k,2020-07-15,2020-W29,86.0,Country_Website,
106,Austria,Daily hospital occupancy per 100k,2020-07-16,2020-W29,83.0,Country_Website,
107,Austria,Daily hospital occupancy per 100k,2020-07-17,2020-W29,88.0,Country_Website,
108,Austria,Daily hospital occupancy per 100k,2020-07-18,2020-W29,87.0,Country_Website,
109,Austria,Daily hospital occupancy per 100k,2020-07-19,2020-W29,85.0,Country_Website,
110,Austria,Daily hospital occupancy per 100k,2020-07-20,2020-W30,96.0,Country_Website,
111,Austria,Daily hospital occupancy per 100k,2020-07-21,2020-W30,96.0,Country_Website,
112,Austria,Daily hospital occupancy per 100k,2020-07-22,2020-W30,93.0,Country_Website,
113,Austria,Daily hospital occupancy per 100k,2020-07-23,2020-W30,87.0,Country_Website,
114,Austria,Daily hospital occupancy per 100k,2020-07-24,2020-W30,86.0,Country_Website,
115,Austria,Daily hospital occupancy per 100k,2020-07-25,2020-W30,85.0,Country_Website,
116,Austria,Daily hospital occupancy per 100k,2020-07-26,2020-W30,82.0,Country_Website,
117,Austria,Daily hospital occupancy per 100k,2020-07-27,2020-W31,79.0,Country_Website,
118,Austria,Daily hospital occupancy per 100k,2020-07-28,2020-W31,74.0,Country_Website,
119,Austria,Daily hospital occupancy per 100k,2020-07-29,2020-W31,74.0,Country_Website,
120,Austria,Daily hospital occupancy per 100k,2020-07-30,2020-W31,87.0,Country_Website,
121,Austria,Daily hospital occupancy per 100k,2020-07-31,2020-W31,84.0,Country_Website,
122,Austria,Daily hospital occupancy per 100k,2020-08-01,2020-W31,70.0,Country_Website,
123,Austria,Daily hospital occupancy per 100k,2020-08-02,2020-W31,73.0,Country_Website,
124,Austria,Daily hospital occupancy per 100k,2020-08-03,2020-W32,92.0,Country_Website,
125,Austria,Daily hospital occupancy per 100k,2020-08-04,2020-W32,84.0,Country_Website,
126,Austria,Daily hospital occupancy per 100k,2020-08-05,2020-W32,90.0,Country_Website,
127,Austria,Daily hospital occupancy per 100k,2020-08-06,2020-W32,92.0,Country_Website,
128,Austria,Daily hospital occupancy per 100k,2020-08-07,2020-W32,93.0,Country_Website,
129,Austria,Daily hospital occupancy per 100k,2020-08-08,2020-W32,96.0,Country_Website,
130,Austria,Daily hospital occupancy per 100k,2020-08-09,2020-W32,99.0,Country_Website,
131,Austria,Daily hospital occupancy per 100k,2020-08-10,2020-W33,92.0,Country_Website,
132,Austria,Daily hospital occupancy per 100k,2020-08-11,2020-W33,94.0,Country_Website,
133,Austria,Daily hospital occupancy per 100k,2020-08-12,2020-W33,93.0,Country_Website,
134,Austria,Daily hospital occupancy per 100k,2020-08-13,2020-W33,92.0,Country_Website,
135,Austria,Daily hospital occupancy per 100k,2020-08-14,2020-W33,91.0,Country_Website,
136,Austria,Daily hospital occupancy per 100k,2020-08-15,2020-W33,83.0,Country_Website,
137,Austria,Daily hospital occupancy per 100k,2020-08-16,2020-W33,65.0,Country_Website,
138,Austria,Daily hospital occupancy per 100k,2020-08-17,2020-W34,91.0,Country_Website,
139,Austria,Daily hospital occupancy per 100k,2020-08-18,2020-W34,97.0,Country_Website,
140,Austria,Daily hospital occupancy per 100k,2020-08-19,2020-W34,101.0,Country_Website,
141,Austria,Daily hospital occupancy per 100k,2020-08-20,2020-W34,95.0,Country_Website,
142,Austria,Daily hospital occupancy per 100k,2020-08-21,2020-W34,90.0,Country_Website,
143,Austria,Daily hospital occupancy per 100k,2020-08-22,2020-W34,94.0,Country_Website,
144,Austria,Daily hospital occupancy per 100k,2020-08-23,2020-W34,93.0,Country_Website,
145,Austria,Daily hospital occupancy per 100k,2020-08-24,2020-W35,112.0,Country_Website,
146,Austria,Daily hospital occupancy per 100k,2020-08-25,2020-W35,114.0,Country_Website,
147,Austria,Daily hospital occupancy per 100k,2020-08-26,2020-W35,118.0,Country_Website,
148,Austria,Daily hospital occupancy per 100k,2020-08-27,2020-W35,121.0,Country_Website,
149,Austria,Daily hospital occupancy per 100k,2020-08-28,2020-W35,119.0,Country_Website,
150,Austria,Daily hospital occupancy per 100k,2020-08-29,2020-W35,114.0,Country_Website,
151,Austria,Daily hospital occupancy per 100k,2020-08-30,2020-W35,110.0,Country_Website,
152,Austria,Daily hospital occupancy per 100k,2020-08-31,2020-W36,123.0,Country_Website,
153,Austria,Daily hospital occupancy per 100k,2020-09-01,2020-W36,119.0,Country_Website,
154,Austria,Daily hospital occupancy per 100k,2020-09-02,2020-W36,127.0,Country_Website,
155,Austria,Daily hospital occupancy per 100k,2020-09-03,2020-W36,132.0,Country_Website,
156,Austria,Daily hospital occupancy per 100k,2020-09-04,2020-W36,128.0,Country_Website,
157,Austria,Daily hospital occupancy per 100k,2020-09-05,2020-W36,129.0,Country_Website,
158,Austria,Daily hospital occupancy per 100k,2020-09-06,2020-W36,115.0,Country_Website,
159,Austria,Daily hospital occupancy per 100k,2020-09-07,2020-W37,134.0,Country_Website,
160,Austria,Daily hospital occupancy per 100k,2020-09-08,2020-W37,142.0,Country_Website,
161,Austria,Daily hospital occupancy per 100k,2020-09-09,2020-W37,161.0,Country_Website,
162,Austria,Daily hospital occupancy per 100k,2020-09-10,2020-W37,166.0,Country_Website,
163,Austria,Daily hospital occupancy per 100k,2020-09-11,2020-W37,163.0,Country_Website,
164,Austria,Daily hospital occupancy per 100k,2020-09-12,2020-W37,167.0,Country_Website,
165,Austria,Daily hospital occupancy per 100k,2020-09-13,2020-W37,182.0,Country_Website,
166,Austria,Daily hospital occupancy per 100k,2020-09-14,2020-W38,208.0,Country_Website,
167,Austria,Daily hospital occupancy per 100k,2020-09-15,2020-W38,244.0,Country_Website,
168,Austria,Daily hospital occupancy per 100k,2020-09-16,2020-W38,267.0,Country_Website,
169,Austria,Daily hospital occupancy per 100k,2020-09-17,2020-W38,264.0,Country_Website,
170,Austria,Daily hospital occupancy per 100k,2020-09-18,2020-W38,272.0,Country_Website,
171,Austria,Daily hospital occupancy per 100k,2020-09-19,2020-W38,265.0,Country_Website,
172,Austria,Daily hospital occupancy per 100k,2020-09-20,2020-W38,273.0,Country_Website,
173,Austria,Daily hospital occupancy per 100k,2020-09-21,2020-W39,297.0,Country_Website,
174,Austria,Daily hospital occupancy per 100k,2020-09-22,2020-W39,315.0,Country_Website,
175,Austria,Daily hospital occupancy per 100k,2020-09-23,2020-W39,336.0,Country_Website,
176,Austria,Daily hospital occupancy per 100k,2020-09-24,2020-W39,344.0,Country_Website,
177,Austria,Daily hospital occupancy per 100k,2020-09-25,2020-W39,333.0,Country_Website,
178,Austria,Daily hospital occupancy per 100k,2020-09-26,2020-W39,343.0,Country_Website,
179,Austria,Daily hospital occupancy per 100k,2020-09-27,2020-W39,362.0,Country_Website,
180,Austria,Daily hospital occupancy per 100k,2020-09-28,2020-W40,381.0,Country_Website,
181,Austria,Daily hospital occupancy per 100k,2020-09-29,2020-W40,401.0,Country_Website,
182,Austria,Daily hospital occupancy per 100k,2020-09-30,2020-W40,406.0,Country_Website,
183,Austria,Daily hospital occupancy per 100k,2020-10-01,2020-W40,395.0,Country_Website,
184,Austria,Daily hospital occupancy per 100k,2020-10-02,2020-W40,372.0,Country_Website,
185,Austria,Daily hospital occupancy per 100k,2020-10-03,2020-W40,397.0,Country_Website,
186,Austria,Daily hospital occupancy per 100k,2020-10-04,2020-W40,373.0,Country_Website,
187,Austria,Daily hospital occupancy per 100k,2020-10-05,2020-W41,387.0,Country_Website,
188,Austria,Daily hospital occupancy per 100k,2020-10-06,2020-W41,397.0,Country_Website,
189,Austria,Daily hospital occupancy per 100k,2020-10-07,2020-W41,425.0,Country_Website,
190,Austria,Daily hospital occupancy per 100k,2020-10-08,2020-W41,399.0,Country_Website,
191,Austria,Daily hospital occupancy per 100k,2020-10-09,2020-W41,405.0,Country_Website,
192,Austria,Daily hospital occupancy per 100k,2020-10-10,2020-W41,410.0,Country_Website,
193,Austria,Daily hospital occupancy per 100k,2020-10-11,2020-W41,431.0,Country_Website,
194,Austria,Daily hospital occupancy per 100k,2020-10-12,2020-W42,464.0,Country_Website,
195,Austria,Daily hospital occupancy per 100k,2020-10-13,2020-W42,504.0,Country_Website,
196,Austria,Daily hospital occupancy per 100k,2020-10-14,2020-W42,542.0,Country_Website,
197,Austria,Daily hospital occupancy per 100k,2020-10-15,2020-W42,545.0,Country_Website,
198,Austria,Daily hospital occupancy per 100k,2020-10-16,2020-W42,584.0,Country_Website,
199,Austria,Daily hospital occupancy per 100k,2020-10-17,2020-W42,594.0,Country_Website,
200,Austria,Daily hospital occupancy per 100k,2020-10-18,2020-W42,607.0,Country_Website,
201,Austria,Daily hospital occupancy per 100k,2020-10-19,2020-W43,654.0,Country_Website,
202,Austria,Daily hospital occupancy per 100k,2020-10-20,2020-W43,744.0,Country_Website,
203,Austria,Daily hospital occupancy per 100k,2020-10-21,2020-W43,813.0,Country_Website,
204,Austria,Daily hospital occupancy per 100k,2020-10-22,2020-W43,841.0,Country_Website,
205,Austria,Daily hospital occupancy per 100k,2020-10-23,2020-W43,900.0,Country_Website,
206,Austria,Daily hospital occupancy per 100k,2020-10-24,2020-W43,1002.0,Country_Website,
207,Austria,Daily hospital occupancy per 100k,2020-10-25,2020-W43,1051.0,Country_Website,
208,Austria,Daily hospital occupancy per 100k,2020-10-26,2020-W44,1142.0,Country_Website,
209,Austria,Daily hospital occupancy per 100k,2020-10-27,2020-W44,1197.0,Country_Website,
210,Austria,Daily hospital occupancy per 100k,2020-10-28,2020-W44,1345.0,Country_Website,
211,Austria,Daily hospital occupancy per 100k,2020-10-29,2020-W44,1444.0,Country_Website,
212,Austria,Daily hospital occupancy per 100k,2020-10-30,2020-W44,1540.0,Country_Website,
213,Austria,Daily hospital occupancy per 100k,2020-10-31,2020-W44,1602.0,Country_Website,
214,Austria,Daily hospital occupancy per 100k,2020-11-01,2020-W44,1657.0,Country_Website,
215,Austria,Daily hospital occupancy per 100k,2020-11-02,2020-W45,1825.0,Country_Website,
216,Austria,Daily hospital occupancy per 100k,2020-11-03,2020-W45,2065.0,Country_Website,
217,Austria,Daily hospital occupancy per 100k,2020-11-04,2020-W45,2201.0,Country_Website,
218,Austria,Daily hospital occupancy per 100k,2020-11-05,2020-W45,2330.0,Country_Website,
219,Austria,Daily hospital occupancy per 100k,2020-11-06,2020-W45,2504.0,Country_Website,
220,Austria,Daily hospital occupancy per 100k,2020-11-07,2020-W45,2574.0,Country_Website,
221,Austria,Daily hospital occupancy per 100k,2020-11-08,2020-W45,2533.0,Country_Website,
222,Austria,Daily hospital occupancy per 100k,2020-11-09,2020-W46,2755.0,Country_Website,
223,Austria,Daily hospital occupancy per 100k,2020-11-10,2020-W46,3054.0,Country_Website,
224,Austria,Daily hospital occupancy per 100k,2020-11-11,2020-W46,3183.0,Country_Website,
225,Austria,Daily hospital occupancy per 100k,2020-11-12,2020-W46,3265.0,Country_Website,
226,Austria,Daily hospital occupancy per 100k,2020-11-13,2020-W46,3355.0,Country_Website,
227,Austria,Daily hospital occupancy per 100k,2020-11-14,2020-W46,3425.0,Country_Website,
228,Austria,Daily hospital occupancy per 100k,2020-11-15,2020-W46,3579.0,Country_Website,
229,Austria,Daily hospital occupancy per 100k,2020-11-16,2020-W47,3685.0,Country_Website,
230,Austria,Daily hospital occupancy per 100k,2020-11-17,2020-W47,3867.0,Country_Website,
231,Austria,Daily hospital occupancy per 100k,2020-11-18,2020-W47,3910.0,Country_Website,
232,Austria,Daily hospital occupancy per 100k,2020-11-19,2020-W47,3931.0,Country_Website,
233,Austria,Daily hospital occupancy per 100k,2020-11-20,2020-W47,3942.0,Country_Website,
234,Austria,Daily hospital occupancy per 100k,2020-11-21,2020-W47,3900.0,Country_Website,
235,Austria,Daily hospital occupancy per 100k,2020-11-22,2020-W47,3775.0,Country_Website,
236,Austria,Daily hospital occupancy per 100k,2020-11-23,2020-W48,3863.0,Country_Website,
237,Austria,Daily hospital occupancy per 100k,2020-11-24,2020-W48,3985.0,Country_Website,
238,Austria,Daily hospital occupancy per 100k,2020-11-25,2020-W48,3867.0,Country_Website,
239,Austria,Daily hospital occupancy per 100k,2020-11-26,2020-W48,3756.0,Country_Website,
240,Austria,Daily hospital occupancy per 100k,2020-11-27,2020-W48,3702.0,Country_Website,
241,Austria,Daily hospital occupancy per 100k,2020-11-28,2020-W48,3591.0,Country_Website,
242,Austria,Daily hospital occupancy per 100k,2020-11-29,2020-W48,3560.0,Country_Website,
243,Austria,Daily hospital occupancy per 100k,2020-11-30,2020-W49,3639.0,Country_Website,
244,Austria,Daily hospital occupancy per 100k,2020-12-01,2020-W49,3791.0,Country_Website,
245,Austria,Daily hospital occupancy per 100k,2020-12-02,2020-W49,3571.0,Country_Website,
246,Austria,Daily hospital occupancy per 100k,2020-12-03,2020-W49,3414.0,Country_Website,
247,Austria,Daily hospital occupancy per 100k,2020-12-04,2020-W49,3338.0,Country_Website,
248,Austria,Daily hospital occupancy per 100k,2020-12-05,2020-W49,3231.0,Country_Website,
249,Austria,Daily hospital occupancy per 100k,2020-12-06,2020-W49,3170.0,Country_Website,
250,Austria,Daily hospital occupancy per 100k,2020-12-07,2020-W50,3269.0,Country_Website,
251,Austria,Daily hospital occupancy per 100k,2020-12-08,2020-W50,3308.0,Country_Website,
252,Austria,Daily hospital occupancy per 100k,2020-12-09,2020-W50,3244.0,Country_Website,
253,Austria,Daily hospital occupancy per 100k,2020-12-10,2020-W50,3195.0,Country_Website,
254,Austria,Daily hospital occupancy per 100k,2020-12-11,2020-W50,3079.0,Country_Website,
255,Austria,Daily hospital occupancy per 100k,2020-12-12,2020-W50,3008.0,Country_Website,
256,Austria,Daily hospital occupancy per 100k,2020-12-13,2020-W50,2867.0,Country_Website,
257,Austria,Daily hospital occupancy per 100k,2020-12-14,2020-W51,2885.0,Country_Website,
258,Austria,Daily hospital occupancy per 100k,2020-12-15,2020-W51,2951.0,Country_Website,
259,Austria,Daily hospital occupancy per 100k,2020-12-16,2020-W51,2862.0,Country_Website,
260,Austria,Daily hospital occupancy per 100k,2020-12-17,2020-W51,2690.0,Country_Website,
261,Austria,Daily hospital occupancy per 100k,2020-12-18,2020-W51,2578.0,Country_Website,
262,Austria,Daily hospital occupancy per 100k,2020-12-19,2020-W51,2475.0,Country_Website,
263,Austria,Daily hospital occupancy per 100k,2020-12-20,2020-W51,2412.0,Country_Website,
264,Austria,Daily hospital occupancy per 100k,2020-12-21,2020-W52,2393.0,Country_Website,
265,Austria,Daily hospital occupancy per 100k,2020-12-22,2020-W52,2435.0,Country_Website,
266,Austria,Daily hospital occupancy per 100k,2020-12-23,2020-W52,2303.0,Country_Website,
267,Austria,Daily hospital occupancy per 100k,2020-12-24,2020-W52,2203.0,Country_Website,
268,Austria,Daily hospital occupancy per 100k,2020-12-25,2020-W52,2045.0,Country_Website,
269,Austria,Daily hospital occupancy per 100k,2020-12-26,2020-W52,2024.0,Country_Website,
270,Austria,Daily hospital occupancy per 100k,2020-12-27,2020-W52,2043.0,Country_Website,
271,Austria,Daily hospital occupancy per 100k,2020-12-28,2020-W53,2089.0,Country_Website,
272,Austria,Daily hospital occupancy per 100k,2020-12-29,2020-W53,2116.0,Country_Website,
273,Austria,Daily hospital occupancy per 100k,2020-12-30,2020-W53,2012.0,Country_Website,
274,Austria,Daily hospital occupancy per 100k,2020-12-31,2020-W53,1946.0,Country_Website,
275,Austria,Daily hospital occupancy per 100k,2021-01-01,2020-W53,1858.0,Country_Website,
276,Austria,Daily hospital occupancy per 100k,2021-01-02,2020-W53,1858.0,Country_Website,
277,Austria,Daily hospital occupancy per 100k,2021-01-03,2020-W53,1864.0,Country_Website,
278,Austria,Daily hospital occupancy per 100k,2021-01-04,2021-W01,1953.0,Country_Website,
279,Austria,Daily hospital occupancy per 100k,2021-01-05,2021-W01,2033.0,Country_Website,
280,Austria,Daily hospital occupancy per 100k,2021-01-06,2021-W01,2022.0,Country_Website,
281,Austria,Daily hospital occupancy per 100k,2021-01-07,2021-W01,1981.0,Country_Website,
282,Austria,Daily hospital occupancy per 100k,2021-01-08,2021-W01,2000.0,Country_Website,
283,Austria,Daily hospital occupancy per 100k,2021-01-09,2021-W01,1957.0,Country_Website,
284,Austria,Daily hospital occupancy per 100k,2021-01-10,2021-W01,1874.0,Country_Website,
285,Austria,Daily hospital occupancy per 100k,2021-01-11,2021-W02,1918.0,Country_Website,
286,Austria,Daily hospital occupancy per 100k,2021-01-12,2021-W02,1923.0,Country_Website,
287,Austria,Daily hospital occupancy per 100k,2021-01-13,2021-W02,1825.0,Country_Website,
288,Austria,Daily hospital occupancy per 100k,2021-01-14,2021-W02,1725.0,Country_Website,
289,Austria,Daily hospital occupancy per 100k,2021-01-15,2021-W02,1705.0,Country_Website,
290,Austria,Daily hospital occupancy per 100k,2021-01-16,2021-W02,1668.0,Country_Website,
291,Austria,Daily hospital occupancy per 100k,2021-01-17,2021-W02,1635.0,Country_Website,
292,Austria,Daily hospital occupancy per 100k,2021-01-18,2021-W03,1673.0,Country_Website,
293,Austria,Daily hospital occupancy per 100k,2021-01-19,2021-W03,1729.0,Country_Website,
294,Austria,Daily hospital occupancy per 100k,2021-01-20,2021-W03,1683.0,Country_Website,
295,Austria,Daily hospital occupancy per 100k,2021-01-21,2021-W03,1606.0,Country_Website,
296,Austria,Daily hospital occupancy per 100k,2021-01-22,2021-W03,1586.0,Country_Website,
297,Austria,Daily hospital occupancy per 100k,2021-01-23,2021-W03,1525.0,Country_Website,
298,Austria,Daily hospital occupancy per 100k,2021-01-24,2021-W03,1518.0,Country_Website,
299,Austria,Daily hospital occupancy per 100k,2021-01-25,2021-W04,1548.0,Country_Website,
300,Austria,Daily hospital occupancy per 100k,2021-01-26,2021-W04,1583.0,Country_Website,
301,Austria,Daily hospital occupancy per 100k,2021-01-27,2021-W04,1526.0,Country_Website,
302,Austria,Daily hospital occupancy per 100k,2021-01-28,2021-W04,1478.0,Country_Website,
303,Austria,Daily hospital occupancy per 100k,2021-01-29,2021-W04,1428.0,Country_Website,
304,Austria,Daily hospital occupancy per 100k,2021-01-30,2021-W04,1385.0,Country_Website,
305,Austria,Daily hospital occupancy per 100k,2021-01-31,2021-W04,1387.0,Country_Website,
306,Austria,Daily hospital occupancy per 100k,2021-02-01,2021-W05,1433.0,Country_Website,
307,Austria,Daily hospital occupancy per 100k,2021-02-02,2021-W05,1429.0,Country_Website,
